*******************************************************************************
Ephemeris / WWW_USER Wed Mar 27 21:57:37 2019 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: SpaceX Roadster (spacecraft) (-143205) {source: tesla_s10}
Center body name: Earth (399)                     {source: DE431mx}
Center-site name: Green Bank (GBT)
*******************************************************************************
Start time      : A.D. 2019-Mar-28 15:00:00.0000 UT      
Stop  time      : A.D. 2019-Mar-29 03:00:00.0000 UT      
Step-size       : 1 minutes
*******************************************************************************
Target pole/equ : No model available
Target radii    : (unavailable)                                                
Center geodetic : 280.160200,38.4330940,0.8760930 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 280.160200,5003.37558,3943.7589 {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : High-precision EOP model        {East-longitude positive}
Center radii    : 6378.1 x 6378.1 x 6356.8 km     {Equator, meridian, pole}    
Target primary  : Earth
Vis. interferer : MOON (R_eq= 1737.400) km        {source: DE431mx}
Rel. light bend : Sun, EARTH                      {source: DE431mx}
Rel. lght bnd GM: 1.3271E+11, 3.9860E+05 km^3/s^2                              
Atmos refraction: NO (AIRLESS)
RA format       : HMS
Time format     : CAL 
RTS-only print  : NO       
EOP file        : eop.190327.p190618                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2019-MAR-27. PREDICTS-> 2019-JUN-17
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
*******************************************************************************************************************
 Date__(UT)__HR:MN     R.A._(ICRF/J2000.0)_DEC dRA*cosD d(DEC)/dt            delta      deldot    S-O-T /r    S-T-O
*******************************************************************************************************************
$$SOE
 2019-Mar-28 22:53 *   00 46 30.39 +05 35 03.1 100.3146  42.76355 2.39862183309959  -3.9914241   5.1932 /T   3.6817
 2019-Mar-28 22:54 *   00 46 30.50 +05 35 03.8 100.3180  42.76348 2.39862023225171  -3.9911571   5.1930 /T   3.6816
 2019-Mar-28 22:55 *   00 46 30.62 +05 35 04.5 100.3215  42.76341 2.39861863150960  -3.9908968   5.1928 /T   3.6814
 2019-Mar-28 22:56 *   00 46 30.73 +05 35 05.2 100.3249  42.76334 2.39861703087053  -3.9906433   5.1927 /T   3.6813
 2019-Mar-28 22:57 *   00 46 30.84 +05 35 05.9 100.3284  42.76328 2.39861543033179  -3.9903965   5.1925 /T   3.6812
 2019-Mar-28 22:58 *   00 46 30.95 +05 35 06.7 100.3318  42.76321 2.39861382989067  -3.9901565   5.1923 /T   3.6811
 2019-Mar-28 22:59 *   00 46 31.06 +05 35 07.4 100.3353  42.76315 2.39861222954445  -3.9899233   5.1921 /T   3.6810
 2019-Mar-28 23:00 *   00 46 31.18 +05 35 08.1 100.3387  42.76308 2.39861062929041  -3.9896968   5.1919 /T   3.6808
 2019-Mar-28 23:01 *   00 46 31.29 +05 35 08.8 100.3422  42.76302 2.39860902912582  -3.9894772   5.1918 /T   3.6807
 2019-Mar-28 23:02 *   00 46 31.40 +05 35 09.5 100.3456  42.76296 2.39860742904797  -3.9892644   5.1916 /T   3.6806
 2019-Mar-28 23:03 *   00 46 31.51 +05 35 10.2 100.3491  42.76290 2.39860582905412  -3.9890583   5.1914 /T   3.6805
 2019-Mar-28 23:04 *   00 46 31.62 +05 35 10.9 100.3526  42.76285 2.39860422914153  -3.9888591   5.1912 /T   3.6804
 2019-Mar-28 23:05 *   00 46 31.74 +05 35 11.7 100.3560  42.76279 2.39860262930749  -3.9886667   5.1910 /T   3.6803
 2019-Mar-28 23:06 *   00 46 31.85 +05 35 12.4 100.3595  42.76274 2.39860102954926  -3.9884811   5.1909 /T   3.6801
 2019-Mar-28 23:07 *   00 46 31.96 +05 35 13.1 100.3630  42.76268 2.39859942986410  -3.9883023   5.1907 /T   3.6800
 2019-Mar-28 23:08 *   00 46 32.07 +05 35 13.8 100.3664  42.76263 2.39859783024927  -3.9881304   5.1905 /T   3.6799
 2019-Mar-28 23:09 *   00 46 32.18 +05 35 14.5 100.3699  42.76258 2.39859623070204  -3.9879653   5.1903 /T   3.6798
 2019-Mar-28 23:10 *   00 46 32.30 +05 35 15.2 100.3734  42.76253 2.39859463121967  -3.9878070   5.1901 /T   3.6797
 2019-Mar-28 23:11 *   00 46 32.41 +05 35 15.9 100.3769  42.76248 2.39859303179940  -3.9876556   5.1900 /T   3.6795
 2019-Mar-28 23:12 *   00 46 32.52 +05 35 16.6 100.3804  42.76244 2.39859143243850  -3.9875110   5.1898 /T   3.6794
 2019-Mar-28 23:13 *   00 46 32.63 +05 35 17.4 100.3838  42.76239 2.39858983313421  -3.9873732   5.1896 /T   3.6793
 2019-Mar-28 23:14 *   00 46 32.75 +05 35 18.1 100.3873  42.76235 2.39858823388381  -3.9872423   5.1894 /T   3.6792
 2019-Mar-28 23:15 *   00 46 32.86 +05 35 18.8 100.3908  42.76231 2.39858663468452  -3.9871183   5.1892 /T   3.6791
 2019-Mar-28 23:16 *   00 46 32.97 +05 35 19.5 100.3943  42.76227 2.39858503553361  -3.9870011   5.1891 /T   3.6789
 2019-Mar-28 23:17 *   00 46 33.08 +05 35 20.2 100.3978  42.76223 2.39858343642831  -3.9868908   5.1889 /T   3.6788
 2019-Mar-28 23:18 *   00 46 33.19 +05 35 20.9 100.4013  42.76219 2.39858183736587  -3.9867874   5.1887 /T   3.6787
 2019-Mar-28 23:19 *   00 46 33.31 +05 35 21.6 100.4048  42.76215 2.39858023834355  -3.9866908   5.1885 /T   3.6786
 2019-Mar-28 23:20 *   00 46 33.42 +05 35 22.4 100.4083  42.76212 2.39857863935859  -3.9866011   5.1883 /T   3.6785
 2019-Mar-28 23:21 *   00 46 33.53 +05 35 23.1 100.4118  42.76209 2.39857704040821  -3.9865183   5.1882 /T   3.6783
 2019-Mar-28 23:22 *   00 46 33.64 +05 35 23.8 100.4153  42.76205 2.39857544148967  -3.9864424   5.1880 /T   3.6782
 2019-Mar-28 23:23 *   00 46 33.75 +05 35 24.5 100.4188  42.76202 2.39857384260021  -3.9863733   5.1878 /T   3.6781
 2019-Mar-28 23:24 *   00 46 33.87 +05 35 25.2 100.4223  42.76200 2.39857224373706  -3.9863112   5.1876 /T   3.6780
 2019-Mar-28 23:25 *   00 46 33.98 +05 35 25.9 100.4258  42.76197 2.39857064489747  -3.9862559   5.1874 /T   3.6779
 2019-Mar-28 23:26 *   00 46 34.09 +05 35 26.6 100.4293  42.76194 2.39856904607867  -3.9862075   5.1873 /T   3.6777
 2019-Mar-28 23:27 *   00 46 34.20 +05 35 27.3 100.4328  42.76192 2.39856744727789  -3.9861660   5.1871 /T   3.6776
 2019-Mar-28 23:28 *   00 46 34.31 +05 35 28.1 100.4363  42.76189 2.39856584849237  -3.9861314   5.1869 /T   3.6775
 2019-Mar-28 23:29 *   00 46 34.43 +05 35 28.8 100.4398  42.76187 2.39856424971935  -3.9861037   5.1867 /T   3.6774
 2019-Mar-28 23:30 *   00 46 34.54 +05 35 29.5 100.4433  42.76185 2.39856265095606  -3.9860829   5.1865 /T   3.6773
 2019-Mar-28 23:31 *   00 46 34.65 +05 35 30.2 100.4468  42.76183 2.39856105219972  -3.9860690   5.1864 /T   3.6771
 2019-Mar-28 23:32 *   00 46 34.76 +05 35 30.9 100.4503  42.76181 2.39855945344758  -3.9860620   5.1862 /T   3.6770
 2019-Mar-28 23:33 *   00 46 34.88 +05 35 31.6 100.4538  42.76180 2.39855785469687  -3.9860619   5.1860 /T   3.6769
 2019-Mar-28 23:34 *   00 46 34.99 +05 35 32.3 100.4574  42.76178 2.39855625594481  -3.9860687   5.1858 /T   3.6768
 2019-Mar-28 23:35 *   00 46 35.10 +05 35 33.1 100.4609  42.76177 2.39855465718864  -3.9860824   5.1856 /T   3.6767
 2019-Mar-28 23:36 *   00 46 35.21 +05 35 33.8 100.4644  42.76176 2.39855305842558  -3.9861030   5.1855 /T   3.6765
 2019-Mar-28 23:37 *   00 46 35.32 +05 35 34.5 100.4679  42.76175 2.39855145965288  -3.9861305   5.1853 /T   3.6764
 2019-Mar-28 23:38 *   00 46 35.44 +05 35 35.2 100.4714  42.76174 2.39854986086774  -3.9861650   5.1851 /T   3.6763
 2019-Mar-28 23:39 C   00 46 35.55 +05 35 35.9 100.4749  42.76173 2.39854826206741  -3.9862063   5.1849 /T   3.6762
 2019-Mar-28 23:40 C   00 46 35.66 +05 35 36.6 100.4784  42.76172 2.39854666324911  -3.9862546   5.1847 /T   3.6761
 2019-Mar-28 23:41 C   00 46 35.77 +05 35 37.3 100.4819  42.76172 2.39854506441007  -3.9863097   5.1846 /T   3.6759
 2019-Mar-28 23:42 C   00 46 35.88 +05 35 38.0 100.4855  42.76171 2.39854346554753  -3.9863718   5.1844 /T   3.6758
 2019-Mar-28 23:43 C   00 46 36.00 +05 35 38.8 100.4890  42.76171 2.39854186665870  -3.9864408   5.1842 /T   3.6757
 2019-Mar-28 23:44 C   00 46 36.11 +05 35 39.5 100.4925  42.76171 2.39854026774082  -3.9865167   5.1840 /T   3.6756
 2019-Mar-28 23:45 C   00 46 36.22 +05 35 40.2 100.4960  42.76171 2.39853866879111  -3.9865995   5.1838 /T   3.6755
 2019-Mar-28 23:46 C   00 46 36.33 +05 35 40.9 100.4995  42.76171 2.39853706980680  -3.9866892   5.1837 /T   3.6753
 2019-Mar-28 23:47 C   00 46 36.45 +05 35 41.6 100.5030  42.76172 2.39853547078513  -3.9867858   5.1835 /T   3.6752
 2019-Mar-28 23:48 C   00 46 36.56 +05 35 42.3 100.5065  42.76172 2.39853387172332  -3.9868893   5.1833 /T   3.6751
 2019-Mar-28 23:49 C   00 46 36.67 +05 35 43.0 100.5100  42.76173 2.39853227261860  -3.9869998   5.1831 /T   3.6750
 2019-Mar-28 23:50 C   00 46 36.78 +05 35 43.8 100.5136  42.76174 2.39853067346820  -3.9871171   5.1829 /T   3.6749
 2019-Mar-28 23:51 C   00 46 36.89 +05 35 44.5 100.5171  42.76175 2.39852907426933  -3.9872414   5.1828 /T   3.6747
 2019-Mar-28 23:52 C   00 46 37.01 +05 35 45.2 100.5206  42.76176 2.39852747501926  -3.9873725   5.1826 /T   3.6746
 2019-Mar-28 23:53 C   00 46 37.12 +05 35 45.9 100.5241  42.76177 2.39852587571519  -3.9875106   5.1824 /T   3.6745
 2019-Mar-28 23:54 C   00 46 37.23 +05 35 46.6 100.5276  42.76178 2.39852427635437  -3.9876556   5.1822 /T   3.6744
 2019-Mar-28 23:55 C   00 46 37.34 +05 35 47.3 100.5311  42.76180 2.39852267693401  -3.9878074   5.1820 /T   3.6743
 2019-Mar-28 23:56 C   00 46 37.46 +05 35 48.0 100.5346  42.76181 2.39852107745135  -3.9879662   5.1818 /T   3.6741
 2019-Mar-28 23:57 C   00 46 37.57 +05 35 48.7 100.5381  42.76183 2.39851947790364  -3.9881319   5.1817 /T   3.6740
 2019-Mar-28 23:58 C   00 46 37.68 +05 35 49.5 100.5416  42.76185 2.39851787828809  -3.9883045   5.1815 /T   3.6739
 2019-Mar-28 23:59 C   00 46 37.79 +05 35 50.2 100.5451  42.76187 2.39851627860195  -3.9884839   5.1813 /T   3.6738
 2019-Mar-29 00:00 C   00 46 37.90 +05 35 50.9 100.5486  42.76189 2.39851467884244  -3.9886703   5.1811 /T   3.6737
 2019-Mar-29 00:01 C   00 46 38.02 +05 35 51.6 100.5521  42.76192 2.39851307900682  -3.9888635   5.1809 /T   3.6735
 2019-Mar-29 00:02 C   00 46 38.13 +05 35 52.3 100.5556  42.76194 2.39851147909230  -3.9890636   5.1808 /T   3.6734
 2019-Mar-29 00:03 C   00 46 38.24 +05 35 53.0 100.5591  42.76197 2.39850987909613  -3.9892707   5.1806 /T   3.6733
 2019-Mar-29 00:04 Cs  00 46 38.35 +05 35 53.7 100.5626  42.76199 2.39850827901555  -3.9894845   5.1804 /T   3.6732
 2019-Mar-29 00:05 C   00 46 38.47 +05 35 54.5 100.5661  42.76202 2.39850667884780  -3.9897053   5.1802 /T   3.6731
 2019-Mar-29 00:06 N   00 46 38.58 +05 35 55.2 100.5696  42.76205 2.39850507859013  -3.9899330   5.1800 /T   3.6729
 2019-Mar-29 00:07 N   00 46 38.69 +05 35 55.9 100.5731  42.76209 2.39850347823976  -3.9901675   5.1799 /T   3.6728
 2019-Mar-29 00:08 N   00 46 38.80 +05 35 56.6 100.5766  42.76212 2.39850187779395  -3.9904089   5.1797 /T   3.6727
 2019-Mar-29 00:09 N   00 46 38.91 +05 35 57.3 100.5801  42.76215 2.39850027724994  -3.9906572   5.1795 /T   3.6726
 2019-Mar-29 00:10 N   00 46 39.03 +05 35 58.0 100.5836  42.76219 2.39849867660498  -3.9909123   5.1793 /T   3.6725
 2019-Mar-29 00:11 N   00 46 39.14 +05 35 58.7 100.5871  42.76223 2.39849707585631  -3.9911743   5.1791 /T   3.6723
 2019-Mar-29 00:12 N   00 46 39.25 +05 35 59.4 100.5906  42.76227 2.39849547500118  -3.9914432   5.1790 /T   3.6722
 2019-Mar-29 00:13 N   00 46 39.36 +05 36 00.2 100.5941  42.76231 2.39849387403685  -3.9917189   5.1788 /T   3.6721
 2019-Mar-29 00:14 N   00 46 39.48 +05 36 00.9 100.5975  42.76235 2.39849227296057  -3.9920014   5.1786 /T   3.6720
 2019-Mar-29 00:15 N   00 46 39.59 +05 36 01.6 100.6010  42.76239 2.39849067176958  -3.9922908   5.1784 /T   3.6719
 2019-Mar-29 00:16 N   00 46 39.70 +05 36 02.3 100.6045  42.76244 2.39848907046115  -3.9925870   5.1782 /T   3.6717
 2019-Mar-29 00:17 N   00 46 39.81 +05 36 03.0 100.6080  42.76248 2.39848746903254  -3.9928901   5.1781 /T   3.6716
 2019-Mar-29 00:18 N   00 46 39.92 +05 36 03.7 100.6115  42.76253 2.39848586748099  -3.9932000   5.1779 /T   3.6715
 2019-Mar-29 00:19 N   00 46 40.04 +05 36 04.4 100.6149  42.76258 2.39848426580378  -3.9935168   5.1777 /T   3.6714
 2019-Mar-29 00:20 N   00 46 40.15 +05 36 05.2 100.6184  42.76263 2.39848266399816  -3.9938403   5.1775 /T   3.6713
 2019-Mar-29 00:21 N   00 46 40.26 +05 36 05.9 100.6219  42.76268 2.39848106206140  -3.9941707   5.1773 /T   3.6711
 2019-Mar-29 00:22 N   00 46 40.37 +05 36 06.6 100.6253  42.76274 2.39847945999076  -3.9945079   5.1771 /T   3.6710
 2019-Mar-29 00:23 N   00 46 40.49 +05 36 07.3 100.6288  42.76279 2.39847785778353  -3.9948519   5.1770 /T   3.6709
 2019-Mar-29 00:24 N   00 46 40.60 +05 36 08.0 100.6323  42.76285 2.39847625543695  -3.9952027   5.1768 /T   3.6708
 2019-Mar-29 00:25 N   00 46 40.71 +05 36 08.7 100.6357  42.76290 2.39847465294831  -3.9955603   5.1766 /T   3.6707
 2019-Mar-29 00:26 N   00 46 40.82 +05 36 09.4 100.6392  42.76296 2.39847305031489  -3.9959246   5.1764 /T   3.6705
 2019-Mar-29 00:27 N   00 46 40.94 +05 36 10.1 100.6426  42.76302 2.39847144753395  -3.9962958   5.1762 /T   3.6704
 2019-Mar-29 00:28 N   00 46 41.05 +05 36 10.9 100.6461  42.76309 2.39846984460278  -3.9966738   5.1761 /T   3.6703
 2019-Mar-29 00:29 N   00 46 41.16 +05 36 11.6 100.6495  42.76315 2.39846824151866  -3.9970585   5.1759 /T   3.6702
 2019-Mar-29 00:30 N   00 46 41.27 +05 36 12.3 100.6530  42.76321 2.39846663827888  -3.9974500   5.1757 /T   3.6701
 2019-Mar-29 00:31 N   00 46 41.39 +05 36 13.0 100.6564  42.76328 2.39846503488071  -3.9978482   5.1755 /T   3.6699
 2019-Mar-29 00:32 N   00 46 41.50 +05 36 13.7 100.6599  42.76335 2.39846343132146  -3.9982533   5.1753 /T   3.6698
 2019-Mar-29 00:33 N   00 46 41.61 +05 36 14.4 100.6633  42.76342 2.39846182759841  -3.9986650   5.1752 /T   3.6697
 2019-Mar-29 00:34 N   00 46 41.72 +05 36 15.1 100.6667  42.76349 2.39846022370885  -3.9990835   5.1750 /T   3.6696
 2019-Mar-29 00:35 N   00 46 41.83 +05 36 15.9 100.6702  42.76356 2.39845861965009  -3.9995088   5.1748 /T   3.6695
 2019-Mar-29 00:36 N   00 46 41.95 +05 36 16.6 100.6736  42.76363 2.39845701541942  -3.9999407   5.1746 /T   3.6693
 2019-Mar-29 00:37 A   00 46 42.06 +05 36 17.3 100.6770  42.76370 2.39845541101414  -4.0003794   5.1744 /T   3.6692
 2019-Mar-29 00:38 A   00 46 42.17 +05 36 18.0 100.6804  42.76378 2.39845380643157  -4.0008248   5.1742 /T   3.6691
 2019-Mar-29 00:39 A   00 46 42.28 +05 36 18.7 100.6838  42.76386 2.39845220166900  -4.0012770   5.1741 /T   3.6690
 2019-Mar-29 00:40 A   00 46 42.40 +05 36 19.4 100.6872  42.76394 2.39845059672375  -4.0017358   5.1739 /T   3.6689
 2019-Mar-29 00:41 A   00 46 42.51 +05 36 20.1 100.6907  42.76401 2.39844899159313  -4.0022013   5.1737 /T   3.6687
 2019-Mar-29 00:42 A   00 46 42.62 +05 36 20.8 100.6941  42.76410 2.39844738627446  -4.0026735   5.1735 /T   3.6686
 2019-Mar-29 00:43 A   00 46 42.73 +05 36 21.6 100.6975  42.76418 2.39844578076507  -4.0031524   5.1733 /T   3.6685
 2019-Mar-29 00:44 A   00 46 42.85 +05 36 22.3 100.7009  42.76426 2.39844417506226  -4.0036379   5.1732 /T   3.6684
 2019-Mar-29 00:45 A   00 46 42.96 +05 36 23.0 100.7043  42.76435 2.39844256916337  -4.0041301   5.1730 /T   3.6683
 2019-Mar-29 00:46 A   00 46 43.07 +05 36 23.7 100.7076  42.76443 2.39844096306573  -4.0046290   5.1728 /T   3.6681
 2019-Mar-29 00:47 A   00 46 43.18 +05 36 24.4 100.7110  42.76452 2.39843935676667  -4.0051345   5.1726 /T   3.6680
 2019-Mar-29 00:48 A   00 46 43.30 +05 36 25.1 100.7144  42.76461 2.39843775026352  -4.0056466   5.1724 /T   3.6679
 2019-Mar-29 00:49 A   00 46 43.41 +05 36 25.8 100.7178  42.76470 2.39843614355364  -4.0061654   5.1722 /T   3.6678
 2019-Mar-29 00:50 A   00 46 43.52 +05 36 26.6 100.7212  42.76480 2.39843453663434  -4.0066908   5.1721 /T   3.6676
 2019-Mar-29 00:51 A   00 46 43.63 +05 36 27.3 100.7245  42.76489 2.39843292950300  -4.0072228   5.1719 /T   3.6675
 2019-Mar-29 00:52 A   00 46 43.75 +05 36 28.0 100.7279  42.76498 2.39843132215695  -4.0077614   5.1717 /T   3.6674
 2019-Mar-29 00:53 A   00 46 43.86 +05 36 28.7 100.7313  42.76508 2.39842971459355  -4.0083066   5.1715 /T   3.6673
 2019-Mar-29 00:54 A   00 46 43.97 +05 36 29.4 100.7346  42.76518 2.39842810681015  -4.0088584   5.1713 /T   3.6672
 2019-Mar-29 00:55 A   00 46 44.08 +05 36 30.1 100.7380  42.76528 2.39842649880412  -4.0094168   5.1712 /T   3.6670
 2019-Mar-29 00:56 A   00 46 44.20 +05 36 30.8 100.7413  42.76538 2.39842489057281  -4.0099817   5.1710 /T   3.6669
 2019-Mar-29 00:57 A   00 46 44.31 +05 36 31.6 100.7447  42.76548 2.39842328211361  -4.0105532   5.1708 /T   3.6668
 2019-Mar-29 00:58 A   00 46 44.42 +05 36 32.3 100.7480  42.76558 2.39842167342387  -4.0111313   5.1706 /T   3.6667
 2019-Mar-29 00:59 A   00 46 44.53 +05 36 33.0 100.7513  42.76569 2.39842006450098  -4.0117158   5.1704 /T   3.6666
 2019-Mar-29 01:00 A   00 46 44.65 +05 36 33.7 100.7547  42.76579 2.39841845534232  -4.0123070   5.1703 /T   3.6664
 2019-Mar-29 01:01 A   00 46 44.76 +05 36 34.4 100.7580  42.76590 2.39841684594526  -4.0129046   5.1701 /T   3.6663
 2019-Mar-29 01:02 A   00 46 44.87 +05 36 35.1 100.7613  42.76601 2.39841523630720  -4.0135087   5.1699 /T   3.6662
 2019-Mar-29 01:03 A   00 46 44.98 +05 36 35.8 100.7646  42.76612 2.39841362642552  -4.0141193   5.1697 /T   3.6661
 2019-Mar-29 01:04 A   00 46 45.10 +05 36 36.5 100.7679  42.76623 2.39841201629763  -4.0147365   5.1695 /T   3.6660
 2019-Mar-29 01:05 A   00 46 45.21 +05 36 37.3 100.7712  42.76634 2.39841040592093  -4.0153600   5.1693 /T   3.6658
 2019-Mar-29 01:06 A   00 46 45.32 +05 36 38.0 100.7745  42.76646 2.39840879529281  -4.0159901   5.1692 /T   3.6657
 2019-Mar-29 01:07 A   00 46 45.43 +05 36 38.7 100.7778  42.76657 2.39840718441069  -4.0166266   5.1690 /T   3.6656
 2019-Mar-29 01:08 A   00 46 45.55 +05 36 39.4 100.7811  42.76669 2.39840557327198  -4.0172696   5.1688 /T   3.6655
 2019-Mar-29 01:09     00 46 45.66 +05 36 40.1 100.7844  42.76681 2.39840396187410  -4.0179190   5.1686 /T   3.6654
 2019-Mar-29 01:10     00 46 45.77 +05 36 40.8 100.7877  42.76693 2.39840235021446  -4.0185748   5.1684 /T   3.6652
 2019-Mar-29 01:11     00 46 45.88 +05 36 41.5 100.7910  42.76705 2.39840073829051  -4.0192370   5.1683 /T   3.6651
 2019-Mar-29 01:12     00 46 46.00 +05 36 42.3 100.7942  42.76717 2.39839912609965  -4.0199057   5.1681 /T   3.6650
 2019-Mar-29 01:13     00 46 46.11 +05 36 43.0 100.7975  42.76729 2.39839751363934  -4.0205807   5.1679 /T   3.6649
 2019-Mar-29 01:14     00 46 46.22 +05 36 43.7 100.8008  42.76742 2.39839590090701  -4.0212621   5.1677 /T   3.6647
 2019-Mar-29 01:15     00 46 46.33 +05 36 44.4 100.8040  42.76755 2.39839428790010  -4.0219498   5.1675 /T   3.6646
 2019-Mar-29 01:16     00 46 46.45 +05 36 45.1 100.8073  42.76767 2.39839267461606  -4.0226440   5.1673 /T   3.6645
 2019-Mar-29 01:17     00 46 46.56 +05 36 45.8 100.8105  42.76780 2.39839106105235  -4.0233444   5.1672 /T   3.6644
 2019-Mar-29 01:18     00 46 46.67 +05 36 46.5 100.8137  42.76793 2.39838944720643  -4.0240512   5.1670 /T   3.6643
 2019-Mar-29 01:19     00 46 46.78 +05 36 47.2 100.8170  42.76806 2.39838783307576  -4.0247643   5.1668 /T   3.6641
 2019-Mar-29 01:20     00 46 46.90 +05 36 48.0 100.8202  42.76820 2.39838621865781  -4.0254837   5.1666 /T   3.6640
 2019-Mar-29 01:21     00 46 47.01 +05 36 48.7 100.8234  42.76833 2.39838460395005  -4.0262094   5.1664 /T   3.6639
 2019-Mar-29 01:22     00 46 47.12 +05 36 49.4 100.8266  42.76847 2.39838298894996  -4.0269414   5.1662 /T   3.6638
 2019-Mar-29 01:23     00 46 47.23 +05 36 50.1 100.8298  42.76860 2.39838137365503  -4.0276797   5.1661 /T   3.6637
 2019-Mar-29 01:24     00 46 47.35 +05 36 50.8 100.8330  42.76874 2.39837975806273  -4.0284242   5.1659 /T   3.6635
 2019-Mar-29 01:25     00 46 47.46 +05 36 51.5 100.8362  42.76888 2.39837814217058  -4.0291749   5.1657 /T   3.6634
 2019-Mar-29 01:26     00 46 47.57 +05 36 52.2 100.8394  42.76902 2.39837652597606  -4.0299319   5.1655 /T   3.6633
 2019-Mar-29 01:27     00 46 47.68 +05 36 53.0 100.8426  42.76916 2.39837490947668  -4.0306951   5.1653 /T   3.6632
 2019-Mar-29 01:28     00 46 47.80 +05 36 53.7 100.8458  42.76931 2.39837329266995  -4.0314645   5.1652 /T   3.6631
 2019-Mar-29 01:29     00 46 47.91 +05 36 54.4 100.8489  42.76945 2.39837167555338  -4.0322401   5.1650 /T   3.6629
 2019-Mar-29 01:30     00 46 48.02 +05 36 55.1 100.8521  42.76960 2.39837005812450  -4.0330219   5.1648 /T   3.6628
 2019-Mar-29 01:31     00 46 48.13 +05 36 55.8 100.8552  42.76974 2.39836844038082  -4.0338098   5.1646 /T   3.6627
 2019-Mar-29 01:32     00 46 48.25 +05 36 56.5 100.8584  42.76989 2.39836682231989  -4.0346039   5.1644 /T   3.6626
 2019-Mar-29 01:33     00 46 48.36 +05 36 57.2 100.8615  42.77004 2.39836520393924  -4.0354041   5.1642 /T   3.6624
 2019-Mar-29 01:34     00 46 48.47 +05 36 57.9 100.8647  42.77019 2.39836358523640  -4.0362104   5.1641 /T   3.6623
 2019-Mar-29 01:35     00 46 48.58 +05 36 58.7 100.8678  42.77034 2.39836196620893  -4.0370228   5.1639 /T   3.6622
 2019-Mar-29 01:36     00 46 48.70 +05 36 59.4 100.8709  42.77050 2.39836034685437  -4.0378414   5.1637 /T   3.6621
 2019-Mar-29 01:37     00 46 48.81 +05 37 00.1 100.8740  42.77065 2.39835872717030  -4.0386660   5.1635 /T   3.6620
 2019-Mar-29 01:38     00 46 48.92 +05 37 00.8 100.8771  42.77081 2.39835710715428  -4.0394967   5.1633 /T   3.6618
 2019-Mar-29 01:39     00 46 49.03 +05 37 01.5 100.8802  42.77097 2.39835548680387  -4.0403334   5.1632 /T   3.6617
 2019-Mar-29 01:40     00 46 49.15 +05 37 02.2 100.8833  42.77112 2.39835386611666  -4.0411761   5.1630 /T   3.6616
 2019-Mar-29 01:41     00 46 49.26 +05 37 02.9 100.8864  42.77128 2.39835224509021  -4.0420249   5.1628 /T   3.6615
 2019-Mar-29 01:42     00 46 49.37 +05 37 03.7 100.8895  42.77144 2.39835062372214  -4.0428797   5.1626 /T   3.6614
 2019-Mar-29 01:43     00 46 49.49 +05 37 04.4 100.8926  42.77161 2.39834900201002  -4.0437405   5.1624 /T   3.6612
 2019-Mar-29 01:44     00 46 49.60 +05 37 05.1 100.8956  42.77177 2.39834737995145  -4.0446072   5.1622 /T   3.6611
 2019-Mar-29 01:45     00 46 49.71 +05 37 05.8 100.8987  42.77194 2.39834575754406  -4.0454799   5.1621 /T   3.6610
 2019-Mar-29 01:46     00 46 49.82 +05 37 06.5 100.9017  42.77210 2.39834413478544  -4.0463586   5.1619 /T   3.6609
 2019-Mar-29 01:47     00 46 49.94 +05 37 07.2 100.9048  42.77227 2.39834251167321  -4.0472432   5.1617 /T   3.6607
 2019-Mar-29 01:48     00 46 50.05 +05 37 07.9 100.9078  42.77244 2.39834088820501  -4.0481337   5.1615 /T   3.6606
 2019-Mar-29 01:49     00 46 50.16 +05 37 08.7 100.9109  42.77261 2.39833926437846  -4.0490300   5.1613 /T   3.6605
 2019-Mar-29 01:50     00 46 50.27 +05 37 09.4 100.9139  42.77278 2.39833764019120  -4.0499323   5.1611 /T   3.6604
 2019-Mar-29 01:51     00 46 50.39 +05 37 10.1 100.9169  42.77295 2.39833601564087  -4.0508405   5.1610 /T   3.6603
 2019-Mar-29 01:52     00 46 50.50 +05 37 10.8 100.9199  42.77312 2.39833439072513  -4.0517544   5.1608 /T   3.6601
 2019-Mar-29 01:53     00 46 50.61 +05 37 11.5 100.9229  42.77330 2.39833276544162  -4.0526743   5.1606 /T   3.6600
 2019-Mar-29 01:54     00 46 50.72 +05 37 12.2 100.9259  42.77347 2.39833113978803  -4.0535999   5.1604 /T   3.6599
 2019-Mar-29 01:55     00 46 50.84 +05 37 12.9 100.9289  42.77365 2.39832951376201  -4.0545314   5.1602 /T   3.6598
 2019-Mar-29 01:56     00 46 50.95 +05 37 13.6 100.9318  42.77383 2.39832788736124  -4.0554686   5.1600 /T   3.6597
 2019-Mar-29 01:57     00 46 51.06 +05 37 14.4 100.9348  42.77401 2.39832626058340  -4.0564116   5.1599 /T   3.6595
